Genome Name,CheA
Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_C_D1_MG,1864
"Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Cvi_mMS (Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Cvi_mMS, ASSEMBLY_DATE=20140821)",1167
Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Sum_22_D_>0.8_RNA1 (Metagenome Metatranscriptome),49
Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC057_MetaG,1359
"Marine viral communities from the Pacific Ocean - LP-42 (Line P viral metagenome LP-42, ASSEMBLY_DATE=20130704)",234
"Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (Terephthalate degrading community TA Sludge, Aug 2012 Assem)",251
Marine microbial communities from the Deep Pacific Ocean - MP2100 (Metagenome Metatranscriptome),7
"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 764062976",14
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-MA",5
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample 10_02_2013_1_40cm (Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample 10_02_2013_1_40cm, ASSEMBLY_DATE=20140601)",4996
"Freshwater lake microbial communities from Lake Huron, USA - Su13.BD.MM15.SD",579
"Tailings pond microbial communities from Northern Alberta - Syncrude Mildred Lake Settling Basin (WIP-PD_SYN_TP_WS_002_003_071511 and isolates PD8, PD9 joint assembly)",207
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI054_135m_RNA,155
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 763961826",2
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G06A2a-10 (Nitrogen cycling UWRJG06A2a10, ASSEMBLY_DATE=20140519)",2811
Marine microbial communities from the Southern Atlantic ocean - KN S19 DCM_A metaT (Metagenome Metatranscriptome),17
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP NP_0600 MetaT (Metagenome Metatranscriptome)",115
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K1-50-3 metaG",13527
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample 08_20_2013_1_20cm (Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample 08_20_2013_1_20cm, ASSEMBLY_DATE=20140422)",243
"Marine microbial communities from chronically polluted sediments in Tierra del Fuego - site OR sample ARG 06_12.3m (Tierra del Fuego site OR sample ARG 06_12.3m, Oct 2011 Assem)",27
"Soil and rhizosphere microbial communities from Laval, Canada - mgHPA",5430
"Human stool microbial communities from NIH, USA - visit 1, subject 160421117",7
"Grasslands soil microbial communities from Chapel Hill, North Carolina, USA that are Nitrogen fertilized -NN350 (Forest Soil microbial communities with Nitrogen NN350, ASSEMBLY_DATE=20130213)",1319
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 8_HOW4,9
"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - M6 (KBS Miscanthus M6, ASSEMBLY_DATE=20131023)",19745
Mesophilic microbial community from rice straw/compost enrichment Sample: eDNA_1,809
"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - A-A3 (A-A3)",57
"Lake Tyrrell, January 2009, 0.8 - 0.1 um size fraction, water metagenome HAT",75
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_119",1952
Freshwater microbial communities from Lake Bonney liftoff mats and glacier meltwater in Antarctica - BON-02,250
"Host-associated microbial communities from peat moss isolated from Minnesota, USA - S1T2_Fa - Sphagnum fallax MG",3536
"Grasslands soil microbial communities from Chapel Hill, North Carolina, USA that are Nitrogen fertilized -NN346 (Forest Soil microbial communities with Nitrogen NN346, ASSEMBLY_DATE=20130213)",1008
"Bulk soil microbial communities from Harvard Forest, USA - 3Bulk_unsorted metaG",466
"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Oil_02_SludgeMetaT (Metagenome Metatranscriptome)",237
"Digestive system ecosystem from Max Planck institute for Marine Microbiology, Germany - Olavius ilvae PIANOSA.1",48
"Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire. - Coalmine Soil_Cen17_06102014_R1",8697
"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D70_LAv2",1
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 763496533",7
"Freshwater microbial communities from Trout Bog Lake, WI - 15JUL2008 epilimnion (Trout Bog Lake July 15 2008 Epilimnion, new10pct subsample IHTA Merged Reads)",105
"Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Bog Site B3 (B3_all_CLC)",73
"Pelagic Microbial community sample from North Sea - COGITO 998_met_08 (COGITO 998_met_08, ASSEMBLY_DATE=20130417)",2231
"Hypersaline mat microbial communities from Guerrero Negro, Mexico - 10-22 mm depth into microbial mat",3
"Freshwater microbial communities from Lake Mendota, WI - 13JUN2010 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 13Jun10, ASSEMBLY_DATE=20130319)",176
"Upper troposphere microbial communities -  DC3-125 (Upper troposphere microbial communities -  DC3-125, ASSEMBLY_DATE=20140918)",131
"Ferric oxide microbial mat communities from Beowulf Spring, Yellowstone National Park, USA - T=65-68 (Beowulf Spring Fe mat T=65-68, June 2012 Assem)",8
"Arabidopsis rhizosphere microbial communities from the University of North Carolina - sample from Arabidopsis soil old (Arabidopsis soil old, Nov 2011 assem)",414
Soil microbial communities from sample at FACE Site Metagenome WIR_Amb2 (WIR_Amb2),296
"Serpentinite rock and fluid subsurface biosphere microbial communities - CR12Aug_CSW13A (Subsurface biosphere CR12Aug_CSW13A, ASSEMBLY_DATE=20130912)",905
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 116_HOW13,392
"Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - February 2010 P16 1000m (Line P February 2010 P16 1000m, May 2012 Assem)",18
"Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean -  June 2008 P16 1000m (Line P June 2008 P16 1000m, March 2012 Assem)",5
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_0800_B MetaT (Metagenome Metatranscriptome)",26
"Subsurface microbial communities from deep shales in Ohio, USA - Shriver well 1B S_input2_FT",3833
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF214 (Metagenome Metatranscriptome)",83
Marine microbial communities from Antarctic Ocean - Station_363 -- 3.0 um (Cold Waters_1),29
"Freshwater microbial communities from Trout Bog Lake, WI - 16OCT2007 hypolimnion (Trout Bog Lake October 16 2007 Hypolimnion, new10pct subsample IHXO Merged Reads)",114
Estuarine microbial communities from the Columbia River estuary - metaG 1569A-3,356
"Agave microbial communities from California, USA -  Mg.Ma.rz",17147
"Freshwater microbial communities from Trout Bog Lake, WI - 01JUL2008 epilimnion (Trout Bog Lake July 1 2008 Epilimnion, new10pct subsample IHTO Merged Reads)",57
"Freshwater microbial communities from Lake Mendota, WI - 27SEP2012 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 27Sep12, ASSEMBLY_DATE=20140128)",231
"Freshwater microbial communities from Lake Mendota, WI - 21SEP2012 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 21Sep12, ASSEMBLY_DATE=20140128)",388
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 763961826",13
"Populus root and rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. deltoides SRZDD5",8238
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-I5",2
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP NP_2300 MetaT (Metagenome Metatranscriptome)",25
"Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Perma_all (Perma_all_CLC)",72
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01A3-12 (Nitrogen cycling UWRJ-G01A3-12, ASSEMBLY_DATE=20130821)",1806
"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 210-2 deep-072012 (NGEE Surface sample 210-2 deep-072012, ASSEMBLY_DATE=20130514)",2221
Combined assembly of 1362B_J2.571 and 1362A_J2.573,945
Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Shallow Sites - gte4kb (Combined Shallow Assembly - Contigs greater than or equal to 4kb),30
"Hot spring microbial mat communities from Yellowstone National Park, Wyoming, USA - ECH_C virus_MetaG",46
"Arctic peat soil from Barrow, Alaska -  SynBio_062514_pool4 (Arctic peat soil from Barrow, Alaska - Barrow Graham LP Incubations 011-21A/011-22A combined , ASSEMBLY_DATE=20140611)",8103
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  47 07/07/10 135m (Saanich Inlet 47 07/07/10 135m, March 2012 Assem)",81
Arabidopsis rhizosphere microbial communities from New York and Illinois - plate scrape MF_Cvi_mLB_r2,945
"Serpentinite rock and fluid subsurface biosphere microbial communities  - CR11Jul_8B1 (Subsurface biosphere CR11Jul_8B1, ASSEMBLY_DATE=20130909)",527
"Human stool microbial communities from NIH, USA - visit 1, subject 160582958",4
Estuarine microbial communities from the Columbia River estuary - metaG 1556A-3,507
"Human stool microbial communities from NIH, USA - visit 2, subject 686765762",7
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S15_td_O2min_ad_340m_LV,107
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K5-10-1 metaG",21290
"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA - Reactor 1_10/4/2010_ DNA",407
"Olavius algarvensis symbiont microbial communities from Tuscany, Italy - Type A ELBA extract 2 (Olavius algarvensis Type A ELBA extract 2, ASSEMBLY_DATE=20130823)",23
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling",26498
"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA, with PhiX- M7 (KBS Miscanthus M7 with PhiX, ASSEMBLY_DATE=20130527)",5692
"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S1_10_20",771
"Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Col_mMS (Arabidopsis plate scrape MFColmMS, ASSEMBLY_DATE=20140519)",409
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS M2-3 metaG",16986
"Continuous culture bioreactor microbial community inoculated with marine intertidal flat from Wadden Sea, Germany - Culture-1_ArsB",9
"Ecteinascidia turbinata endosymbiont from Florida, USA - Sample 2 (Ecteinascidia turbinata endosymbiont 2, ASSEMBLY_DATE=20130603)",67
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 52 (Luquillo Experimental Forest Soil Metagenome 52, ASSEMBLY_DATE=20121207)",2
"Maize rhizosphere soil microbial communities from University of Illinois Energy Farm, Urbana, IL (Soil sample from rhizosphere of corn (Zea mays))",22
"Freshwater microbial communities from Lake Mendota, WI - 20APR2010 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 20Apr10, ASSEMBLY_DATE=20140128)",100
"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Oil_03_SludgeMetaT (Metagenome Metatranscriptome)",219
"Marine gutless worms symbiont microbial communities from Max Planck institute for Marine Microbiology, Germany - Inanidrilus leukodermatus Group 1 BERMUDA.1",13
Estuarine microbial communities from the Columbia River estuary - metaG 1551A-3,543
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S10 NT17 metaT (Metagenome Metatranscriptome),88
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 53 (Metagenome Metatranscriptome)",71
"Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation  Sediment ColumnT-9K5-60",3
"Hypersaline microbial communities from Antarctic Deep Lake, sample 5mRS 0.1um (5 mRS 0.1um 454 only)",31
"Serpentinite rock and fluid subsurface biosphere microbial communities - CR12Aug_1A (Subsurface biosphere CR12Aug_1A, ASSEMBLY_DATE=20130909)",3595
Mat microbial community in the pink berry consortia of the Sippewissett salt marsh,14
"Marine microbial community from Union City, CA, USA - Pond 1C Liquid 2 (Pond 1C Liquid 2 Union City, July 2012 Assem)",3104
"Freshwater microbial communities from Yellowstone National Park, Wyoming, USA - Fairy Falls B (FF_Mn_B) MetaG",26
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 763759525",6
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 764143897",26
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_1300(2)_B MetaT (Metagenome Metatranscriptome)",80
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS Miscanthus M7-2",15823
"Serpentinite rock and fluid subsurface biosphere microbial communities - CR12Mar_CSW14AB (Subsurface biosphere CR12Mar_CSW14AB, ASSEMBLY_DATE=20130909)",3000
"Marine microbial communities from chronically polluted sediments in Tierra del Fuego - site OR sample ARG 04_12.3m (Tierra del Fuego site OR sample ARG 04_12.3m, Oct 2011 Assem)",4121
